type,epsilon,ari,ami,ch,sc
"KMeans(clusters=4, init=random)",0.1,-0.00016147552114222937,-0.0004766794582968177,156.67624786324922,0.07671622731739514
"OPTICS(min_samples=5, distance_metric=euclidean)",0.1,0.0106411597447615,0.004149139962839559,4.637500755911594,-0.2914306933414638
"KMeans(clusters=4, init=random)",0.5,0.001373527083480337,0.0013634667124244534,163.35144884849151,0.07812982667171783
"OPTICS(min_samples=5, distance_metric=euclidean)",0.5,0.004801015230868885,0.0009941248835208976,4.278545947171801,-0.2822934466721283
"KMeans(clusters=4, init=random)",1.0,0.008895547314735392,0.0075789705282107,174.98310606876274,0.08592497079773595
"OPTICS(min_samples=5, distance_metric=euclidean)",1.0,-0.01162219562887942,-0.005719477932095417,3.7755776703054904,-0.29083084432941336
"KMeans(clusters=4, init=random)",2.0,0.09189361523764268,0.07561609424943029,207.49648649256028,0.11118903571603403
"OPTICS(min_samples=5, distance_metric=euclidean)",2.0,-0.01539985126104409,-0.006879416114699744,4.077068725281764,-0.3239094133467169
"KMeans(clusters=4, init=random)",3.0,0.21737177604414776,0.17040710692703925,265.9666899069599,0.1557502970157624
"OPTICS(min_samples=5, distance_metric=euclidean)",3.0,0.011809780785146929,0.0051865463256105795,5.768371314949322,-0.36388083750172295
"KMeans(clusters=4, init=random)",5.0,0.48859378888890737,0.4445853374829925,391.613109543064,0.17167103322473334
"OPTICS(min_samples=5, distance_metric=euclidean)",5.0,0.09114192983109379,0.09057389945268521,6.710561625339314,-0.42722981532996585
"KMeans(clusters=4, init=random)",7.0,0.5703933384478281,0.5569204245515833,483.46888944811496,0.198958604176484
"OPTICS(min_samples=5, distance_metric=euclidean)",7.0,0.37106813652924747,0.3552554567568841,8.665951719770348,-0.4198478802796444
"KMeans(clusters=4, init=random)",9.0,0.5680353153291196,0.5942784908911672,514.1669153841377,0.21344642171867806
"OPTICS(min_samples=5, distance_metric=euclidean)",9.0,0.6139605251529263,0.6181289112734707,9.654570190860529,-0.4132550896479392
