,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
131,1.0,0.312,0.8979591836734694,[0.    0.352 1.   ],[0.   0.04 1.  ],1,3
132,1.0,0.16799999999999998,0.8387096774193548,[0.    0.208 1.   ],[0.   0.04 1.  ],2,3
133,1.0,0.12000000000000002,0.6119402985074627,[0.    0.328 1.   ],[0.    0.208 1.   ],3,3
134,1.0,0.432,0.95,[0.    0.456 1.   ],[0.    0.024 1.   ],4,3
135,1.0,0.22399999999999998,0.7916666666666666,[0.    0.304 1.   ],[0.   0.08 1.  ],5,3
136,1.0,0.02400000000000002,0.5223880597014926,[0.   0.28 1.  ],[0.    0.256 1.   ],6,3
137,1.0,0.296,0.8490566037735849,[0.   0.36 1.  ],[0.    0.064 1.   ],7,3
138,1.0,0.224,0.7,[0.    0.392 1.   ],[0.    0.168 1.   ],8,3
139,1.0,0.344,1.0,[0.    0.344 1.   ],[0. 0. 1.],9,3
140,1.5,0.07200000000000001,0.576271186440678,[0.    0.272 1.   ],[0.  0.2 1. ],0,3
141,1.5,0.16800000000000004,0.7142857142857143,[0.   0.28 1.  ],[0.    0.112 1.   ],1,3
142,1.5,0.39999999999999997,0.9629629629629629,[0.    0.416 1.   ],[0.    0.016 1.   ],2,3
143,1.5,0.256,0.75,[0.    0.384 1.   ],[0.    0.128 1.   ],3,3
144,1.5,0.016000000000000014,0.5094339622641509,[0.    0.432 1.   ],[0.    0.416 1.   ],4,3
145,1.5,0.088,0.5873015873015872,[0.    0.296 1.   ],[0.    0.208 1.   ],5,3
146,1.5,0.128,0.6,[0.    0.384 1.   ],[0.    0.256 1.   ],6,3
147,1.5,0.04799999999999999,0.5454545454545454,[0.    0.288 1.   ],[0.   0.24 1.  ],7,3
148,1.5,0.08800000000000002,0.5662650602409639,[0.    0.376 1.   ],[0.    0.288 1.   ],8,3
149,1.5,0.256,0.8333333333333334,[0.   0.32 1.  ],[0.    0.064 1.   ],9,3
150,2.0,0.15200000000000002,0.6461538461538462,[0.    0.336 1.   ],[0.    0.184 1.   ],0,3
