,algorithm,clustering_algorithm,dimensions,ari,ami,ch,sc,mechanism,epsilon
0,density-nd-Laplace,KMeans(clusters=5),2,0.07776159130727466,0.05210537609373428,920.1400050526838,0.40165772840540165,density-nd-Laplace,0.5
1,density-nd-Laplace,AgglomerativeClustering(clusters=6),2,0.0519743449429325,0.047442808289393026,821.1566532264876,0.31029149928811284,density-nd-Laplace,0.5
2,density-nd-Laplace,OPTICS(min_samples=4),2,-0.02231548884425675,-0.005560032624908473,10.134451750076812,-0.12423388167226794,density-nd-Laplace,0.5
3,density-nd-Laplace,KMeans(clusters=4),3,0.06358554516602169,0.056852344250425645,513.3236358662865,0.5875276228530916,density-nd-Laplace,0.5
4,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.0880612648879158,0.06661543491946693,359.4682529065286,0.2908864043140663,density-nd-Laplace,0.5
5,density-nd-Laplace,OPTICS(min_samples=6),3,0.014650235508100493,0.00891141808524011,3.2769897555251335,-0.47043339749839913,density-nd-Laplace,0.5
6,density-nd-Laplace,KMeans(clusters=5),2,0.13222852445092328,0.12233107094583509,933.535724778107,0.43624175386467556,density-nd-Laplace,1.0
7,density-nd-Laplace,AgglomerativeClustering(clusters=6),2,0.11916817005312803,0.11182296524299502,709.7402356616273,0.35890827488842325,density-nd-Laplace,1.0
8,density-nd-Laplace,OPTICS(min_samples=4),2,-0.023855963345723784,-0.007200182994631632,10.45586533613728,-0.15545116653403174,density-nd-Laplace,1.0
9,density-nd-Laplace,KMeans(clusters=4),3,0.20906880978087736,0.1879801544388074,493.61269272810506,0.4207241807562177,density-nd-Laplace,1.0
10,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.2013760257392681,0.17589324436893278,320.3232932839943,0.3129644131655924,density-nd-Laplace,1.0
11,density-nd-Laplace,OPTICS(min_samples=6),3,0.017416112263459932,0.013372408382979345,10.223242104850156,-0.49573543376036466,density-nd-Laplace,1.0
12,density-nd-Laplace,KMeans(clusters=5),2,0.21431466579439623,0.2081195238850198,912.0018182516693,0.4158604500912303,density-nd-Laplace,1.5
13,density-nd-Laplace,AgglomerativeClustering(clusters=6),2,0.20927576758560895,0.20092144396423506,773.5187912606835,0.3408497669056133,density-nd-Laplace,1.5
14,density-nd-Laplace,OPTICS(min_samples=4),2,0.046028386747525026,0.034681221651053515,9.592113760433255,-0.1358991470301407,density-nd-Laplace,1.5
15,density-nd-Laplace,KMeans(clusters=4),3,0.2983544100680586,0.2744160800458708,496.53149751529537,0.38982305811887014,density-nd-Laplace,1.5
16,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.20137059152281817,0.23893745091699498,336.48372883568385,0.2679712908722619,density-nd-Laplace,1.5
17,density-nd-Laplace,OPTICS(min_samples=6),3,-0.01702781728067674,0.00358611553883982,5.613546283149553,-0.4865921253744941,density-nd-Laplace,1.5
18,density-nd-Laplace,KMeans(clusters=5),2,0.2609734667960099,0.2691329128418424,859.4940952047818,0.3931058125144611,density-nd-Laplace,2.0
19,density-nd-Laplace,AgglomerativeClustering(clusters=6),2,0.2534195308996679,0.2423102769713374,682.059844127489,0.3339195604996224,density-nd-Laplace,2.0
20,density-nd-Laplace,OPTICS(min_samples=4),2,0.04826991553441544,0.036117486417657864,9.670520948348486,-0.07536431783711073,density-nd-Laplace,2.0
21,density-nd-Laplace,KMeans(clusters=4),3,0.35932509529875284,0.3401791954582683,491.2985831153857,0.37192987098840874,density-nd-Laplace,2.0
22,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.25769394710547655,0.2863127712305986,307.6376310095594,0.2291786230069906,density-nd-Laplace,2.0
23,density-nd-Laplace,OPTICS(min_samples=6),3,0.0002741682019008271,0.009599837420006892,7.89611280567392,-0.41784366688361735,density-nd-Laplace,2.0
24,density-nd-Laplace,KMeans(clusters=5),2,0.36885980722004624,0.3784253791215525,849.0366024360919,0.40479818635956066,density-nd-Laplace,2.5
25,density-nd-Laplace,AgglomerativeClustering(clusters=6),2,0.3317976212721764,0.32447764658270273,727.128495436473,0.35520758349724246,density-nd-Laplace,2.5
26,density-nd-Laplace,OPTICS(min_samples=4),2,0.0042633889930731115,0.014225468071765649,8.5586582849163,-0.0757568448977305,density-nd-Laplace,2.5
27,density-nd-Laplace,KMeans(clusters=4),3,0.4659666550676988,0.4502885766694563,462.94277486008366,0.35422858276909025,density-nd-Laplace,2.5
28,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.30030190293055214,0.34666803615938135,311.4726982224678,0.23344742056021367,density-nd-Laplace,2.5
29,density-nd-Laplace,OPTICS(min_samples=6),3,0.014009653799612509,0.025594899458099694,6.8117129061530886,-0.3656170500840084,density-nd-Laplace,2.5
30,density-nd-Laplace,KMeans(clusters=5),2,0.42664465011403313,0.42219309434921826,789.4677529556633,0.39032397043169353,density-nd-Laplace,3.0
31,density-nd-Laplace,AgglomerativeClustering(clusters=6),2,0.2435928733115044,0.3281404599096803,645.9247847281057,0.3427590302907758,density-nd-Laplace,3.0
32,density-nd-Laplace,OPTICS(min_samples=4),2,0.0071490122842516575,0.01793563370874016,9.234661404739366,-0.09097164067710593,density-nd-Laplace,3.0
33,density-nd-Laplace,KMeans(clusters=4),3,0.5204146894858133,0.47500081275932615,448.246257913729,0.33774446436985944,density-nd-Laplace,3.0
34,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.4592610944011647,0.42448343121522736,312.56253465580505,0.2780923634980658,density-nd-Laplace,3.0
