,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
164,2.5,0.7120000000000001,0.8111888111888111,[0.    0.928 1.   ],[0.    0.216 1.   ],4,3
165,2.5,0.8,0.8787878787878788,[0.    0.928 1.   ],[0.    0.128 1.   ],5,3
166,2.5,0.648,0.7913669064748201,[0.   0.88 1.  ],[0.    0.232 1.   ],6,3
167,2.5,0.792,0.8778625954198473,[0.   0.92 1.  ],[0.    0.128 1.   ],7,3
168,2.5,0.8,0.9098360655737705,[0.    0.888 1.   ],[0.    0.088 1.   ],8,3
169,2.5,0.68,0.7891156462585034,[0.    0.928 1.   ],[0.    0.248 1.   ],9,3
170,3.0,0.72,0.835820895522388,[0.    0.896 1.   ],[0.    0.176 1.   ],0,3
171,3.0,0.8,0.8731343283582089,[0.    0.936 1.   ],[0.    0.136 1.   ],1,3
172,3.0,0.784,0.8712121212121212,[0.   0.92 1.  ],[0.    0.136 1.   ],2,3
173,3.0,0.7999999999999999,0.8623188405797102,[0.    0.952 1.   ],[0.    0.152 1.   ],3,3
174,3.0,0.736,0.823943661971831,[0.    0.936 1.   ],[0.  0.2 1. ],4,3
175,3.0,0.76,0.8571428571428571,[0.    0.912 1.   ],[0.    0.152 1.   ],5,3
176,3.0,0.816,0.8749999999999999,[0.    0.952 1.   ],[0.    0.136 1.   ],6,3
177,3.0,0.832,0.8939393939393938,[0.    0.944 1.   ],[0.    0.112 1.   ],7,3
178,3.0,0.736,0.8285714285714285,[0.    0.928 1.   ],[0.    0.192 1.   ],8,3
179,3.0,0.8079999999999999,0.8633093525179857,[0.   0.96 1.  ],[0.    0.152 1.   ],9,3
180,3.5,0.8,0.890625,[0.    0.912 1.   ],[0.    0.112 1.   ],0,3
181,3.5,0.864,0.9218749999999999,[0.    0.944 1.   ],[0.   0.08 1.  ],1,3
182,3.5,0.712,0.8345864661654135,[0.    0.888 1.   ],[0.    0.176 1.   ],2,3
183,3.5,0.776,0.8439716312056738,[0.    0.952 1.   ],[0.    0.176 1.   ],3,3
184,3.5,0.728,0.8273381294964028,[0.   0.92 1.  ],[0.    0.192 1.   ],4,3
185,3.5,0.808,0.8914728682170543,[0.   0.92 1.  ],[0.    0.112 1.   ],5,3
186,3.5,0.768,0.8478260869565217,[0.    0.936 1.   ],[0.    0.168 1.   ],6,3
187,3.5,0.792,0.8666666666666667,[0.    0.936 1.   ],[0.    0.144 1.   ],7,3
188,3.5,0.784,0.8656716417910447,[0.    0.928 1.   ],[0.    0.144 1.   ],8,3
189,3.5,0.784,0.8656716417910447,[0.    0.928 1.   ],[0.    0.144 1.   ],9,3
190,5.0,0.6559999999999999,0.7628205128205128,[0.    0.952 1.   ],[0.    0.296 1.   ],0,3
191,5.0,0.752,0.8455882352941176,[0.   0.92 1.  ],[0.    0.168 1.   ],1,3
192,5.0,0.664,0.782312925170068,[0.   0.92 1.  ],[0.    0.256 1.   ],2,3
193,5.0,0.736,0.815068493150685,[0.    0.952 1.   ],[0.    0.216 1.   ],3,3
194,5.0,0.744,0.8297872340425532,[0.    0.936 1.   ],[0.    0.192 1.   ],4,3
195,5.0,0.752,0.826388888888889,[0.    0.952 1.   ],[0.  0.2 1. ],5,3
196,5.0,0.7120000000000001,0.8068965517241379,[0.    0.936 1.   ],[0.    0.224 1.   ],6,3
197,5.0,0.7999999999999999,0.8676470588235294,[0.    0.944 1.   ],[0.    0.144 1.   ],7,3
198,5.0,0.72,0.8082191780821918,[0.    0.944 1.   ],[0.    0.224 1.   ],8,3
199,5.0,0.824,0.875912408759124,[0.   0.96 1.  ],[0.    0.136 1.   ],9,3
200,7.0,0.7200000000000001,0.8125,[0.    0.936 1.   ],[0.    0.216 1.   ],0,3
201,7.0,0.784,0.8602941176470588,[0.    0.936 1.   ],[0.    0.152 1.   ],1,3
202,7.0,0.768,0.8333333333333334,[0.   0.96 1.  ],[0.    0.192 1.   ],2,3
203,7.0,0.696,0.8175182481751825,[0.    0.896 1.   ],[0.  0.2 1. ],3,3
204,7.0,0.752,0.8357142857142856,[0.    0.936 1.   ],[0.    0.184 1.   ],4,3
205,7.0,0.8079999999999999,0.8581560283687943,[0.    0.968 1.   ],[0.   0.16 1.  ],5,3
206,7.0,0.744,0.8120805369127517,[0.    0.968 1.   ],[0.    0.224 1.   ],6,3
207,7.0,0.776,0.8391608391608392,[0.   0.96 1.  ],[0.    0.184 1.   ],7,3
208,7.0,0.7999999999999999,0.8676470588235294,[0.    0.944 1.   ],[0.    0.144 1.   ],8,3
209,7.0,0.6960000000000001,0.7999999999999999,[0.    0.928 1.   ],[0.    0.232 1.   ],9,3
210,9.0,0.8079999999999999,0.8581560283687943,[0.    0.968 1.   ],[0.   0.16 1.  ],0,3
211,9.0,0.8,0.8731343283582089,[0.    0.936 1.   ],[0.    0.136 1.   ],1,3
212,9.0,0.6960000000000001,0.8085106382978723,[0.    0.912 1.   ],[0.    0.216 1.   ],2,3
213,9.0,0.776,0.8646616541353384,[0.   0.92 1.  ],[0.    0.144 1.   ],3,3
214,9.0,0.744,0.8444444444444444,[0.    0.912 1.   ],[0.    0.168 1.   ],4,3
215,9.0,0.7040000000000001,0.8098591549295774,[0.   0.92 1.  ],[0.    0.216 1.   ],5,3
216,9.0,0.8320000000000001,0.9,[0.    0.936 1.   ],[0.    0.104 1.   ],6,3
217,9.0,0.736,0.8194444444444444,[0.    0.944 1.   ],[0.    0.208 1.   ],7,3
218,9.0,0.76,0.8368794326241135,[0.    0.944 1.   ],[0.    0.184 1.   ],8,3
219,9.0,0.728,0.8321167883211679,[0.    0.912 1.   ],[0.    0.184 1.   ],9,3
