epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimensions,mechanism
0.7,0.3076923076923076,0.6818181818181819,[0.         0.57692308 1.        ],[0.         0.26923077 1.        ],5,2,nd-piecewise
0.7,0.3076923076923076,0.6428571428571429,[0.         0.69230769 1.        ],[0.         0.38461538 1.        ],6,2,nd-piecewise
0.7,0.3461538461538461,0.6551724137931034,[0.         0.73076923 1.        ],[0.         0.38461538 1.        ],7,2,nd-piecewise
0.7,0.6153846153846153,0.8636363636363636,[0.         0.73076923 1.        ],[0.         0.11538462 1.        ],8,2,nd-piecewise
0.7,0.5769230769230769,0.7586206896551724,[0.         0.84615385 1.        ],[0.         0.26923077 1.        ],9,2,nd-piecewise
1.0,0.1923076923076923,0.7272727272727272,[0.         0.30769231 1.        ],[0.         0.11538462 1.        ],0,2,nd-piecewise
1.0,0.2692307692307692,0.6206896551724138,[0.         0.69230769 1.        ],[0.         0.42307692 1.        ],1,2,nd-piecewise
1.0,0.4615384615384615,0.8,[0.         0.61538462 1.        ],[0.         0.15384615 1.        ],2,2,nd-piecewise
1.0,0.5,0.7407407407407407,[0.         0.76923077 1.        ],[0.         0.26923077 1.        ],3,2,nd-piecewise
1.0,0.5769230769230769,0.8260869565217391,[0.         0.73076923 1.        ],[0.         0.15384615 1.        ],4,2,nd-piecewise
1.0,0.4230769230769231,0.7391304347826088,[0.         0.65384615 1.        ],[0.         0.23076923 1.        ],5,2,nd-piecewise
1.0,0.7307692307692308,0.9523809523809524,[0.         0.76923077 1.        ],[0.         0.03846154 1.        ],6,2,nd-piecewise
1.0,0.7307692307692307,1.0,[0.         0.73076923 1.        ],[0. 0. 1.],7,2,nd-piecewise
1.0,0.423076923076923,0.8235294117647058,[0.         0.53846154 1.        ],[0.         0.11538462 1.        ],8,2,nd-piecewise
1.0,0.7692307692307693,1.0,[0.         0.76923077 1.        ],[0. 0. 1.],9,2,nd-piecewise
1.5,0.3076923076923077,0.6538461538461539,[0.         0.65384615 1.        ],[0.         0.34615385 1.        ],0,2,nd-piecewise
1.5,0.3846153846153846,0.6666666666666666,[0.         0.76923077 1.        ],[0.         0.38461538 1.        ],1,2,nd-piecewise
1.5,0.3076923076923076,0.6428571428571429,[0.         0.69230769 1.        ],[0.         0.38461538 1.        ],2,2,nd-piecewise
1.5,0.1923076923076923,0.5862068965517241,[0.         0.65384615 1.        ],[0.         0.46153846 1.        ],3,2,nd-piecewise
1.5,0.6923076923076923,1.0,[0.         0.69230769 1.        ],[0. 0. 1.],4,2,nd-piecewise
1.5,0.4230769230769231,0.6896551724137931,[0.         0.76923077 1.        ],[0.         0.34615385 1.        ],5,2,nd-piecewise
1.5,0.1923076923076923,0.5925925925925926,[0.         0.61538462 1.        ],[0.         0.42307692 1.        ],6,2,nd-piecewise
1.5,0.3846153846153846,0.6666666666666666,[0.         0.76923077 1.        ],[0.         0.38461538 1.        ],7,2,nd-piecewise
1.5,0.7692307692307693,0.9545454545454546,[0.         0.80769231 1.        ],[0.         0.03846154 1.        ],8,2,nd-piecewise
1.5,0.5384615384615385,0.7692307692307693,[0.         0.76923077 1.        ],[0.         0.23076923 1.        ],9,2,nd-piecewise
2.0,0.4615384615384615,0.7307692307692307,[0.         0.73076923 1.        ],[0.         0.26923077 1.        ],0,2,nd-piecewise
2.0,0.3461538461538461,0.6363636363636365,[0.         0.80769231 1.        ],[0.         0.46153846 1.        ],1,2,nd-piecewise
2.0,0.2307692307692308,0.5833333333333334,[0.         0.80769231 1.        ],[0.         0.57692308 1.        ],2,2,nd-piecewise
2.0,0.6153846153846154,0.7666666666666667,[0.         0.88461538 1.        ],[0.         0.26923077 1.        ],3,2,nd-piecewise
2.0,0.1538461538461538,0.6111111111111112,[0.         0.42307692 1.        ],[0.         0.26923077 1.        ],4,2,nd-piecewise
2.0,0.1153846153846154,0.5384615384615384,[0.         0.80769231 1.        ],[0.         0.69230769 1.        ],5,2,nd-piecewise
2.0,0.2307692307692307,0.6153846153846154,[0.         0.61538462 1.        ],[0.         0.38461538 1.        ],6,2,nd-piecewise
2.0,0.5769230769230769,0.7777777777777777,[0.         0.80769231 1.        ],[0.         0.23076923 1.        ],7,2,nd-piecewise
2.0,0.3846153846153846,0.6666666666666666,[0.         0.76923077 1.        ],[0.         0.38461538 1.        ],8,2,nd-piecewise
2.0,0.1538461538461538,0.5625,[0.         0.69230769 1.        ],[0.         0.53846154 1.        ],9,2,nd-piecewise
2.5,0.1153846153846154,0.5483870967741936,[0.         0.65384615 1.        ],[0.         0.53846154 1.        ],0,2,nd-piecewise
2.5,-0.0384615384615385,0.4838709677419354,[0.         0.57692308 1.        ],[0.         0.61538462 1.        ],1,2,nd-piecewise
2.5,0.3461538461538461,0.6285714285714286,[0.         0.84615385 1.        ],[0.  0.5 1. ],2,2,nd-piecewise
2.5,0.5384615384615385,0.7058823529411765,[0.         0.92307692 1.        ],[0.         0.38461538 1.        ],3,2,nd-piecewise
2.5,0.2307692307692308,0.5882352941176471,[0.         0.76923077 1.        ],[0.         0.53846154 1.        ],4,2,nd-piecewise
2.5,0.1153846153846153,0.5428571428571428,[0.         0.73076923 1.        ],[0.         0.61538462 1.        ],5,2,nd-piecewise
2.5,0.3846153846153846,0.6785714285714286,[0.         0.73076923 1.        ],[0.         0.34615385 1.        ],6,2,nd-piecewise
2.5,0.3846153846153846,0.7083333333333333,[0.         0.65384615 1.        ],[0.         0.26923077 1.        ],7,2,nd-piecewise
2.5,0.0,0.5,[0.         0.65384615 1.        ],[0.         0.65384615 1.        ],8,2,nd-piecewise
2.5,0.1538461538461538,0.5833333333333333,[0.         0.53846154 1.        ],[0.         0.38461538 1.        ],9,2,nd-piecewise
3.0,0.1923076923076924,0.5714285714285714,[0.         0.76923077 1.        ],[0.         0.57692308 1.        ],0,2,nd-piecewise
3.0,0.0,0.5,[0.         0.73076923 1.        ],[0.         0.73076923 1.        ],1,2,nd-piecewise
3.0,0.2307692307692307,0.6666666666666667,[0.         0.46153846 1.        ],[0.         0.23076923 1.        ],2,2,nd-piecewise
3.0,0.3076923076923077,0.6538461538461539,[0.         0.65384615 1.        ],[0.         0.34615385 1.        ],3,2,nd-piecewise
3.0,0.3461538461538461,0.6285714285714286,[0.         0.84615385 1.        ],[0.  0.5 1. ],4,2,nd-piecewise
3.0,0.5,0.7096774193548387,[0.         0.84615385 1.        ],[0.         0.34615385 1.        ],5,2,nd-piecewise
3.0,0.3461538461538461,0.6363636363636365,[0.         0.80769231 1.        ],[0.         0.46153846 1.        ],6,2,nd-piecewise
3.0,0.0769230769230768,0.5294117647058824,[0.         0.69230769 1.        ],[0.         0.61538462 1.        ],7,2,nd-piecewise
3.0,0.1153846153846154,0.5714285714285714,[0.         0.46153846 1.        ],[0.         0.34615385 1.        ],8,2,nd-piecewise
3.0,0.3846153846153846,0.6666666666666666,[0.         0.76923077 1.        ],[0.         0.38461538 1.        ],9,2,nd-piecewise
3.5,0.1538461538461538,0.6,[0.         0.46153846 1.        ],[0.         0.30769231 1.        ],0,2,nd-piecewise
3.5,-0.1538461538461538,0.45,[0.         0.69230769 1.        ],[0.         0.84615385 1.        ],1,2,nd-piecewise
3.5,0.1153846153846154,0.5384615384615384,[0.         0.80769231 1.        ],[0.         0.69230769 1.        ],2,2,nd-piecewise
3.5,0.0769230769230768,0.5238095238095238,[0.         0.84615385 1.        ],[0.         0.76923077 1.        ],3,2,nd-piecewise
3.5,0.3076923076923077,0.6176470588235294,[0.         0.80769231 1.        ],[0.  0.5 1. ],4,2,nd-piecewise
3.5,-0.0384615384615384,0.4864864864864865,[0.         0.69230769 1.        ],[0.         0.73076923 1.        ],5,2,nd-piecewise
3.5,0.1538461538461538,0.5526315789473684,[0.         0.80769231 1.        ],[0.         0.65384615 1.        ],6,2,nd-piecewise
3.5,-0.0384615384615384,0.4857142857142857,[0.         0.65384615 1.        ],[0.         0.69230769 1.        ],7,2,nd-piecewise
3.5,0.2307692307692308,0.5833333333333334,[0.         0.80769231 1.        ],[0.         0.57692308 1.        ],8,2,nd-piecewise
3.5,0.0384615384615384,0.5116279069767442,[0.         0.84615385 1.        ],[0.         0.80769231 1.        ],9,2,nd-piecewise
5.0,0.1923076923076923,0.5806451612903226,[0.         0.69230769 1.        ],[0.  0.5 1. ],0,2,nd-piecewise
5.0,0.1538461538461538,0.5625,[0.         0.69230769 1.        ],[0.         0.53846154 1.        ],1,2,nd-piecewise
5.0,0.2307692307692307,0.6666666666666667,[0.         0.46153846 1.        ],[0.         0.23076923 1.        ],2,2,nd-piecewise
5.0,0.3846153846153846,0.6666666666666666,[0.         0.76923077 1.        ],[0.         0.38461538 1.        ],3,2,nd-piecewise
5.0,0.3461538461538461,0.6799999999999999,[0.         0.65384615 1.        ],[0.         0.30769231 1.        ],4,2,nd-piecewise
5.0,-0.0384615384615385,0.4838709677419354,[0.         0.57692308 1.        ],[0.         0.61538462 1.        ],5,2,nd-piecewise
5.0,-0.1153846153846153,0.44,[0.         0.42307692 1.        ],[0.         0.53846154 1.        ],6,2,nd-piecewise
5.0,0.4230769230769231,0.7391304347826088,[0.         0.65384615 1.        ],[0.         0.23076923 1.        ],7,2,nd-piecewise
5.0,0.0384615384615384,0.5135135135135136,[0.         0.73076923 1.        ],[0.         0.69230769 1.        ],8,2,nd-piecewise
5.0,-0.2692307692307692,0.3703703703703703,[0.         0.38461538 1.        ],[0.         0.65384615 1.        ],9,2,nd-piecewise
7.0,0.3461538461538461,0.6097560975609756,[0.         0.96153846 1.        ],[0.         0.61538462 1.        ],0,2,nd-piecewise
7.0,0.2692307692307693,0.64,[0.         0.61538462 1.        ],[0.         0.34615385 1.        ],1,2,nd-piecewise
7.0,0.1923076923076923,0.5806451612903226,[0.         0.69230769 1.        ],[0.  0.5 1. ],2,2,nd-piecewise
7.0,0.3461538461538461,0.6363636363636365,[0.         0.80769231 1.        ],[0.         0.46153846 1.        ],3,2,nd-piecewise
7.0,0.1153846153846154,0.5517241379310345,[0.         0.61538462 1.        ],[0.  0.5 1. ],4,2,nd-piecewise
7.0,0.1923076923076923,0.5862068965517241,[0.         0.65384615 1.        ],[0.         0.46153846 1.        ],5,2,nd-piecewise
7.0,0.1923076923076923,0.5757575757575758,[0.         0.73076923 1.        ],[0.         0.53846154 1.        ],6,2,nd-piecewise
7.0,0.1538461538461538,0.5625,[0.         0.69230769 1.        ],[0.         0.53846154 1.        ],7,2,nd-piecewise
7.0,0.3846153846153846,0.7083333333333333,[0.         0.65384615 1.        ],[0.         0.26923077 1.        ],8,2,nd-piecewise
7.0,-0.0384615384615384,0.4857142857142857,[0.         0.65384615 1.        ],[0.         0.69230769 1.        ],9,2,nd-piecewise
9.0,0.1923076923076923,0.5609756097560975,[0.         0.88461538 1.        ],[0.         0.69230769 1.        ],0,2,nd-piecewise
9.0,0.4615384615384615,0.7000000000000001,[0.         0.80769231 1.        ],[0.         0.34615385 1.        ],1,2,nd-piecewise
9.0,0.0384615384615384,0.5384615384615384,[0.         0.26923077 1.        ],[0.         0.23076923 1.        ],2,2,nd-piecewise
9.0,0.1923076923076923,0.5806451612903226,[0.         0.69230769 1.        ],[0.  0.5 1. ],3,2,nd-piecewise
9.0,0.2692307692307692,0.6206896551724138,[0.         0.69230769 1.        ],[0.         0.42307692 1.        ],4,2,nd-piecewise
9.0,0.0,0.5,[0.         0.84615385 1.        ],[0.         0.84615385 1.        ],5,2,nd-piecewise
9.0,0.2307692307692307,0.5750000000000001,[0.         0.88461538 1.        ],[0.         0.65384615 1.        ],6,2,nd-piecewise
9.0,0.2307692307692307,0.625,[0.         0.57692308 1.        ],[0.         0.34615385 1.        ],7,2,nd-piecewise
9.0,-0.1538461538461538,0.4444444444444445,[0.         0.61538462 1.        ],[0.         0.76923077 1.        ],8,2,nd-piecewise
9.0,0.1538461538461538,0.5588235294117647,[0.         0.73076923 1.        ],[0.         0.57692308 1.        ],9,2,nd-piecewise
0.1,0.0384615384615384,1.0,[0.         0.03846154 1.        ],[0. 0. 1.],0,3,nd-piecewise
0.1,0.1923076923076923,1.0,[0.         0.19230769 1.        ],[0. 0. 1.],1,3,nd-piecewise
0.1,0.5,1.0,[0.  0.5 1. ],[0. 0. 1.],2,3,nd-piecewise
0.1,0.1538461538461538,1.0,[0.         0.15384615 1.        ],[0. 0. 1.],3,3,nd-piecewise
0.1,0.3846153846153846,0.9166666666666666,[0.         0.42307692 1.        ],[0.         0.03846154 1.        ],4,3,nd-piecewise
0.1,0.1538461538461538,1.0,[0.         0.15384615 1.        ],[0. 0. 1.],5,3,nd-piecewise
0.1,0.0769230769230769,1.0,[0.         0.07692308 1.        ],[0. 0. 1.],6,3,nd-piecewise
0.1,0.4230769230769231,1.0,[0.         0.42307692 1.        ],[0. 0. 1.],7,3,nd-piecewise
0.1,0.3846153846153846,1.0,[0.         0.38461538 1.        ],[0. 0. 1.],8,3,nd-piecewise
0.1,0.6923076923076923,1.0,[0.         0.69230769 1.        ],[0. 0. 1.],9,3,nd-piecewise
0.5,0.1153846153846153,0.6666666666666667,[0.         0.23076923 1.        ],[0.         0.11538462 1.        ],0,3,nd-piecewise
0.5,0.1153846153846153,1.0,[0.         0.11538462 1.        ],[0. 0. 1.],1,3,nd-piecewise
0.5,0.1153846153846153,1.0,[0.         0.11538462 1.        ],[0. 0. 1.],2,3,nd-piecewise
0.5,0.0769230769230769,1.0,[0.         0.07692308 1.        ],[0. 0. 1.],3,3,nd-piecewise
0.5,0.2692307692307692,1.0,[0.         0.26923077 1.        ],[0. 0. 1.],4,3,nd-piecewise
0.5,0.3076923076923077,1.0,[0.         0.30769231 1.        ],[0. 0. 1.],5,3,nd-piecewise
0.5,0.3076923076923077,1.0,[0.         0.30769231 1.        ],[0. 0. 1.],6,3,nd-piecewise
0.5,0.1538461538461538,1.0,[0.         0.15384615 1.        ],[0. 0. 1.],7,3,nd-piecewise
0.5,0.3846153846153846,0.8571428571428571,[0.         0.46153846 1.        ],[0.         0.07692308 1.        ],8,3,nd-piecewise
0.5,0.2692307692307692,1.0,[0.         0.26923077 1.        ],[0. 0. 1.],9,3,nd-piecewise
0.7,0.0384615384615384,1.0,[0.         0.03846154 1.        ],[0. 0. 1.],0,3,nd-piecewise
0.7,0.2307692307692307,0.7142857142857142,[0.         0.38461538 1.        ],[0.         0.15384615 1.        ],1,3,nd-piecewise
0.7,0.6153846153846154,1.0,[0.         0.61538462 1.        ],[0. 0. 1.],2,3,nd-piecewise
0.7,0.2692307692307692,1.0,[0.         0.26923077 1.        ],[0. 0. 1.],3,3,nd-piecewise
0.7,0.5769230769230769,0.894736842105263,[0.         0.65384615 1.        ],[0.         0.07692308 1.        ],4,3,nd-piecewise
0.7,0.5769230769230769,1.0,[0.         0.57692308 1.        ],[0. 0. 1.],5,3,nd-piecewise
0.7,0.0384615384615384,1.0,[0.         0.03846154 1.        ],[0. 0. 1.],6,3,nd-piecewise
0.7,0.1923076923076923,1.0,[0.         0.19230769 1.        ],[0. 0. 1.],7,3,nd-piecewise
0.7,0.2692307692307692,0.8181818181818181,[0.         0.34615385 1.        ],[0.         0.07692308 1.        ],8,3,nd-piecewise
0.7,0.1538461538461538,1.0,[0.         0.15384615 1.        ],[0. 0. 1.],9,3,nd-piecewise
1.0,0.2307692307692307,1.0,[0.         0.23076923 1.        ],[0. 0. 1.],0,3,nd-piecewise
1.0,0.4615384615384615,1.0,[0.         0.46153846 1.        ],[0. 0. 1.],1,3,nd-piecewise
1.0,0.1153846153846153,1.0,[0.         0.11538462 1.        ],[0. 0. 1.],2,3,nd-piecewise
1.0,0.3461538461538461,1.0,[0.         0.34615385 1.        ],[0. 0. 1.],3,3,nd-piecewise
1.0,0.0769230769230769,1.0,[0.         0.07692308 1.        ],[0. 0. 1.],4,3,nd-piecewise
1.0,0.2692307692307692,0.7333333333333334,[0.         0.42307692 1.        ],[0.         0.15384615 1.        ],5,3,nd-piecewise
1.0,0.1923076923076923,0.6190476190476191,[0.  0.5 1. ],[0.         0.30769231 1.        ],6,3,nd-piecewise
1.0,0.1538461538461538,1.0,[0.         0.15384615 1.        ],[0. 0. 1.],7,3,nd-piecewise
1.0,0.5769230769230769,0.8571428571428571,[0.         0.69230769 1.        ],[0.         0.11538462 1.        ],8,3,nd-piecewise
1.0,0.3461538461538461,0.7999999999999999,[0.         0.46153846 1.        ],[0.         0.11538462 1.        ],9,3,nd-piecewise
1.5,0.3461538461538461,0.7647058823529411,[0.  0.5 1. ],[0.         0.15384615 1.        ],0,3,nd-piecewise
1.5,0.2692307692307692,0.8181818181818181,[0.         0.34615385 1.        ],[0.         0.07692308 1.        ],1,3,nd-piecewise
1.5,0.0769230769230769,0.5714285714285714,[0.         0.30769231 1.        ],[0.         0.23076923 1.        ],2,3,nd-piecewise
1.5,0.4230769230769231,0.9230769230769232,[0.         0.46153846 1.        ],[0.         0.03846154 1.        ],3,3,nd-piecewise
1.5,0.1153846153846153,0.8,[0.         0.15384615 1.        ],[0.         0.03846154 1.        ],4,3,nd-piecewise
1.5,-0.0769230769230769,0.25,[0.         0.03846154 1.        ],[0.         0.11538462 1.        ],5,3,nd-piecewise
1.5,0.0769230769230769,0.5833333333333333,[0.         0.26923077 1.        ],[0.         0.19230769 1.        ],6,3,nd-piecewise
1.5,0.1923076923076923,0.6666666666666666,[0.         0.38461538 1.        ],[0.         0.19230769 1.        ],7,3,nd-piecewise
1.5,0.2307692307692307,0.8749999999999999,[0.         0.26923077 1.        ],[0.         0.03846154 1.        ],8,3,nd-piecewise
1.5,0.1538461538461538,0.6428571428571429,[0.         0.34615385 1.        ],[0.         0.19230769 1.        ],9,3,nd-piecewise
2.0,0.0769230769230769,0.5714285714285714,[0.         0.30769231 1.        ],[0.         0.23076923 1.        ],0,3,nd-piecewise
2.0,-0.0769230769230769,0.4545454545454545,[0.         0.38461538 1.        ],[0.         0.46153846 1.        ],1,3,nd-piecewise
2.0,0.1538461538461538,0.7000000000000001,[0.         0.26923077 1.        ],[0.         0.11538462 1.        ],2,3,nd-piecewise
2.0,0.1923076923076923,0.6086956521739131,[0.         0.53846154 1.        ],[0.         0.34615385 1.        ],3,3,nd-piecewise
2.0,0.1153846153846153,0.6153846153846154,[0.         0.30769231 1.        ],[0.         0.19230769 1.        ],4,3,nd-piecewise
2.0,0.2307692307692307,0.6875,[0.         0.42307692 1.        ],[0.         0.19230769 1.        ],5,3,nd-piecewise
2.0,0.1923076923076923,0.6923076923076923,[0.         0.34615385 1.        ],[0.         0.15384615 1.        ],6,3,nd-piecewise
2.0,0.1153846153846153,0.6363636363636364,[0.         0.26923077 1.        ],[0.         0.15384615 1.        ],7,3,nd-piecewise
2.0,0.5384615384615384,0.8181818181818181,[0.         0.69230769 1.        ],[0.         0.15384615 1.        ],8,3,nd-piecewise
2.0,0.2692307692307692,0.7333333333333334,[0.         0.42307692 1.        ],[0.         0.15384615 1.        ],9,3,nd-piecewise
2.5,0.2692307692307693,0.7692307692307693,[0.         0.38461538 1.        ],[0.         0.11538462 1.        ],0,3,nd-piecewise
2.5,0.3076923076923077,0.6666666666666666,[0.         0.61538462 1.        ],[0.         0.30769231 1.        ],1,3,nd-piecewise
2.5,0.3461538461538461,0.7647058823529411,[0.  0.5 1. ],[0.         0.15384615 1.        ],2,3,nd-piecewise
2.5,0.0384615384615384,0.52,[0.  0.5 1. ],[0.         0.46153846 1.        ],3,3,nd-piecewise
2.5,0.423076923076923,0.7894736842105263,[0.         0.57692308 1.        ],[0.         0.15384615 1.        ],4,3,nd-piecewise
2.5,0.1923076923076923,0.6086956521739131,[0.         0.53846154 1.        ],[0.         0.34615385 1.        ],5,3,nd-piecewise
2.5,0.2307692307692307,0.8,[0.         0.30769231 1.        ],[0.         0.07692308 1.        ],6,3,nd-piecewise
2.5,0.1538461538461538,0.6111111111111112,[0.         0.42307692 1.        ],[0.         0.26923077 1.        ],7,3,nd-piecewise
2.5,0.3076923076923076,0.6333333333333333,[0.         0.73076923 1.        ],[0.         0.42307692 1.        ],8,3,nd-piecewise
2.5,0.0,0.5,[0.         0.46153846 1.        ],[0.         0.46153846 1.        ],9,3,nd-piecewise
3.0,0.1923076923076923,0.7777777777777778,[0.         0.26923077 1.        ],[0.         0.07692308 1.        ],0,3,nd-piecewise
3.0,0.2692307692307692,0.7333333333333334,[0.         0.42307692 1.        ],[0.         0.15384615 1.        ],1,3,nd-piecewise
3.0,0.0384615384615384,0.5185185185185186,[0.         0.53846154 1.        ],[0.  0.5 1. ],2,3,nd-piecewise
3.0,0.0,0.5,[0.         0.38461538 1.        ],[0.         0.38461538 1.        ],3,3,nd-piecewise
3.0,0.1538461538461538,0.625,[0.         0.38461538 1.        ],[0.         0.23076923 1.        ],4,3,nd-piecewise
3.0,-0.0384615384615384,0.48,[0.         0.46153846 1.        ],[0.  0.5 1. ],5,3,nd-piecewise
3.0,0.2692307692307692,0.8181818181818181,[0.         0.34615385 1.        ],[0.         0.07692308 1.        ],6,3,nd-piecewise
3.0,0.1538461538461538,0.6,[0.         0.46153846 1.        ],[0.         0.30769231 1.        ],7,3,nd-piecewise
3.0,0.0769230769230769,0.5416666666666666,[0.  0.5 1. ],[0.         0.42307692 1.        ],8,3,nd-piecewise
3.0,0.0384615384615385,0.5161290322580645,[0.         0.61538462 1.        ],[0.         0.57692308 1.        ],9,3,nd-piecewise
3.5,0.2307692307692307,0.625,[0.         0.57692308 1.        ],[0.         0.34615385 1.        ],0,3,nd-piecewise
3.5,0.1923076923076923,0.6086956521739131,[0.         0.53846154 1.        ],[0.         0.34615385 1.        ],1,3,nd-piecewise
3.5,0.1923076923076923,0.6923076923076923,[0.         0.34615385 1.        ],[0.         0.15384615 1.        ],2,3,nd-piecewise
3.5,0.1538461538461538,0.5909090909090909,[0.  0.5 1. ],[0.         0.34615385 1.        ],3,3,nd-piecewise
3.5,0.3461538461538461,0.7142857142857142,[0.         0.57692308 1.        ],[0.         0.23076923 1.        ],4,3,nd-piecewise
3.5,0.1923076923076923,0.631578947368421,[0.         0.46153846 1.        ],[0.         0.26923077 1.        ],5,3,nd-piecewise
3.5,0.5384615384615384,0.7916666666666666,[0.         0.73076923 1.        ],[0.         0.19230769 1.        ],6,3,nd-piecewise
3.5,0.1923076923076922,0.6,[0.         0.57692308 1.        ],[0.         0.38461538 1.        ],7,3,nd-piecewise
3.5,0.4615384615384615,0.8,[0.         0.61538462 1.        ],[0.         0.15384615 1.        ],8,3,nd-piecewise
3.5,0.1153846153846154,0.5882352941176471,[0.         0.38461538 1.        ],[0.         0.26923077 1.        ],9,3,nd-piecewise
5.0,0.1153846153846154,0.5714285714285714,[0.         0.46153846 1.        ],[0.         0.34615385 1.        ],0,3,nd-piecewise
5.0,0.2307692307692307,0.65,[0.  0.5 1. ],[0.         0.26923077 1.        ],1,3,nd-piecewise
5.0,0.0384615384615384,0.5238095238095238,[0.         0.42307692 1.        ],[0.         0.38461538 1.        ],2,3,nd-piecewise
5.0,0.0,0.5,[0.         0.61538462 1.        ],[0.         0.61538462 1.        ],3,3,nd-piecewise
5.0,0.2307692307692307,0.6363636363636364,[0.         0.53846154 1.        ],[0.         0.30769231 1.        ],4,3,nd-piecewise
5.0,0.2692307692307692,0.6666666666666666,[0.         0.53846154 1.        ],[0.         0.26923077 1.        ],5,3,nd-piecewise
5.0,0.1538461538461538,0.5714285714285714,[0.         0.61538462 1.        ],[0.         0.46153846 1.        ],6,3,nd-piecewise
5.0,0.3076923076923076,0.6333333333333333,[0.         0.73076923 1.        ],[0.         0.42307692 1.        ],7,3,nd-piecewise
5.0,0.0769230769230769,0.5714285714285714,[0.         0.30769231 1.        ],[0.         0.23076923 1.        ],8,3,nd-piecewise
5.0,0.1538461538461538,0.6,[0.         0.46153846 1.        ],[0.         0.30769231 1.        ],9,3,nd-piecewise
7.0,0.0769230769230768,0.5384615384615384,[0.         0.53846154 1.        ],[0.         0.46153846 1.        ],0,3,nd-piecewise
7.0,0.0769230769230769,0.53125,[0.         0.65384615 1.        ],[0.         0.57692308 1.        ],1,3,nd-piecewise
7.0,0.1153846153846153,0.5652173913043479,[0.  0.5 1. ],[0.         0.38461538 1.        ],2,3,nd-piecewise
7.0,0.0384615384615384,0.5151515151515151,[0.         0.65384615 1.        ],[0.         0.61538462 1.        ],3,3,nd-piecewise
7.0,0.1923076923076923,0.631578947368421,[0.         0.46153846 1.        ],[0.         0.26923077 1.        ],4,3,nd-piecewise
7.0,0.1153846153846153,0.5555555555555556,[0.         0.57692308 1.        ],[0.         0.46153846 1.        ],5,3,nd-piecewise
7.0,0.3461538461538461,0.6551724137931034,[0.         0.73076923 1.        ],[0.         0.38461538 1.        ],6,3,nd-piecewise
7.0,0.1923076923076923,0.5757575757575758,[0.         0.73076923 1.        ],[0.         0.53846154 1.        ],7,3,nd-piecewise
7.0,0.1923076923076923,0.5806451612903226,[0.         0.69230769 1.        ],[0.  0.5 1. ],8,3,nd-piecewise
7.0,0.1538461538461538,0.5666666666666668,[0.         0.65384615 1.        ],[0.  0.5 1. ],9,3,nd-piecewise
9.0,0.1923076923076923,0.5925925925925926,[0.         0.61538462 1.        ],[0.         0.42307692 1.        ],0,3,nd-piecewise
9.0,0.1923076923076923,0.5757575757575758,[0.         0.73076923 1.        ],[0.         0.53846154 1.        ],1,3,nd-piecewise
9.0,0.1153846153846153,0.5652173913043479,[0.  0.5 1. ],[0.         0.38461538 1.        ],2,3,nd-piecewise
9.0,0.0769230769230769,0.5454545454545454,[0.         0.46153846 1.        ],[0.         0.38461538 1.        ],3,3,nd-piecewise
9.0,0.2307692307692307,0.5937499999999999,[0.         0.73076923 1.        ],[0.  0.5 1. ],4,3,nd-piecewise
9.0,0.2307692307692307,0.625,[0.         0.57692308 1.        ],[0.         0.34615385 1.        ],5,3,nd-piecewise
9.0,0.2692307692307691,0.6129032258064516,[0.         0.73076923 1.        ],[0.         0.46153846 1.        ],6,3,nd-piecewise
9.0,0.2692307692307692,0.7333333333333334,[0.         0.42307692 1.        ],[0.         0.15384615 1.        ],7,3,nd-piecewise
9.0,0.2307692307692307,0.5937499999999999,[0.         0.73076923 1.        ],[0.  0.5 1. ],8,3,nd-piecewise
9.0,0.0384615384615384,0.5142857142857142,[0.         0.69230769 1.        ],[0.         0.65384615 1.        ],9,3,nd-piecewise
0.1,0.3076923076923077,1.0,[0.         0.30769231 1.        ],[0. 0. 1.],0,4,nd-piecewise
0.1,0.5384615384615384,1.0,[0.         0.53846154 1.        ],[0. 0. 1.],1,4,nd-piecewise
0.1,0.5384615384615384,1.0,[0.         0.53846154 1.        ],[0. 0. 1.],2,4,nd-piecewise
0.1,0.3076923076923077,1.0,[0.         0.30769231 1.        ],[0. 0. 1.],3,4,nd-piecewise
0.1,0.3461538461538461,1.0,[0.         0.34615385 1.        ],[0. 0. 1.],4,4,nd-piecewise
0.1,0.3461538461538461,1.0,[0.         0.34615385 1.        ],[0. 0. 1.],5,4,nd-piecewise
0.1,0.0769230769230769,1.0,[0.         0.07692308 1.        ],[0. 0. 1.],6,4,nd-piecewise
0.1,0.5,1.0,[0.  0.5 1. ],[0. 0. 1.],7,4,nd-piecewise
0.1,0.2692307692307692,1.0,[0.         0.26923077 1.        ],[0. 0. 1.],8,4,nd-piecewise
0.1,0.1153846153846153,1.0,[0.         0.11538462 1.        ],[0. 0. 1.],9,4,nd-piecewise
0.5,0.2692307692307692,1.0,[0.         0.26923077 1.        ],[0. 0. 1.],0,4,nd-piecewise
0.5,0.4230769230769231,0.8666666666666667,[0.  0.5 1. ],[0.         0.07692308 1.        ],1,4,nd-piecewise
0.5,0.5384615384615384,1.0,[0.         0.53846154 1.        ],[0. 0. 1.],2,4,nd-piecewise
0.5,0.4230769230769231,1.0,[0.         0.42307692 1.        ],[0. 0. 1.],3,4,nd-piecewise
