,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
82,5.0,0.552,0.7116564417177914,[0.    0.928 1.   ],[0.    0.376 1.   ],2,2
83,5.0,0.5840000000000001,0.729559748427673,[0.    0.928 1.   ],[0.    0.344 1.   ],3,2
84,5.0,0.6,0.7142857142857143,[0. 1. 1.],[0.  0.4 1. ],4,2
85,5.0,0.648,0.7718120805369126,[0.   0.92 1.  ],[0.    0.272 1.   ],5,2
86,5.0,0.696,0.7770700636942675,[0.    0.976 1.   ],[0.   0.28 1.  ],6,2
87,5.0,0.6559999999999999,0.75625,[0.    0.968 1.   ],[0.    0.312 1.   ],7,2
88,5.0,0.744,0.8120805369127517,[0.    0.968 1.   ],[0.    0.224 1.   ],8,2
89,5.0,0.6399999999999999,0.7531645569620252,[0.    0.952 1.   ],[0.    0.312 1.   ],9,2
90,7.0,0.6799999999999999,0.7639751552795031,[0.    0.984 1.   ],[0.    0.304 1.   ],0,2
91,7.0,0.6799999999999999,0.7814569536423841,[0.    0.944 1.   ],[0.    0.264 1.   ],1,2
92,7.0,0.5760000000000001,0.7337662337662338,[0.    0.904 1.   ],[0.    0.328 1.   ],2,2
93,7.0,0.696,0.7806451612903226,[0.    0.968 1.   ],[0.    0.272 1.   ],3,2
94,7.0,0.64,0.7409638554216869,[0.    0.984 1.   ],[0.    0.344 1.   ],4,2
95,7.0,0.6719999999999999,0.7658227848101266,[0.    0.968 1.   ],[0.    0.296 1.   ],5,2
96,7.0,0.6240000000000001,0.76,[0.    0.912 1.   ],[0.    0.288 1.   ],6,2
97,7.0,0.672,0.7799999999999999,[0.    0.936 1.   ],[0.    0.264 1.   ],7,2
98,7.0,0.6719999999999999,0.7625,[0.    0.976 1.   ],[0.    0.304 1.   ],8,2
99,7.0,0.6239999999999999,0.7468354430379747,[0.    0.944 1.   ],[0.   0.32 1.  ],9,2
100,9.0,0.6639999999999999,0.7577639751552795,[0.    0.976 1.   ],[0.    0.312 1.   ],0,2
101,9.0,0.6239999999999999,0.7407407407407407,[0.   0.96 1.  ],[0.    0.336 1.   ],1,2
102,9.0,0.6320000000000001,0.7548387096774194,[0.    0.936 1.   ],[0.    0.304 1.   ],2,2
103,9.0,0.6479999999999999,0.7515527950310559,[0.    0.968 1.   ],[0.   0.32 1.  ],3,2
104,9.0,0.68,0.7972027972027972,[0.    0.912 1.   ],[0.    0.232 1.   ],4,2
105,9.0,0.592,0.7283950617283951,[0.    0.944 1.   ],[0.    0.352 1.   ],5,2
106,9.0,0.6240000000000001,0.75,[0.    0.936 1.   ],[0.    0.312 1.   ],6,2
107,9.0,0.664,0.7748344370860927,[0.    0.936 1.   ],[0.    0.272 1.   ],7,2
108,9.0,0.6399999999999999,0.7564102564102564,[0.    0.944 1.   ],[0.    0.304 1.   ],8,2
109,9.0,0.6719999999999999,0.7692307692307692,[0.   0.96 1.  ],[0.    0.288 1.   ],9,2
110,0.5,0.10399999999999998,0.6382978723404255,[0.   0.24 1.  ],[0.    0.136 1.   ],0,3
111,0.5,0.08,0.7777777777777777,[0.    0.112 1.   ],[0.    0.032 1.   ],1,3
112,0.5,0.16,0.7777777777777777,[0.    0.224 1.   ],[0.    0.064 1.   ],2,3
113,0.5,0.208,0.7708333333333333,[0.    0.296 1.   ],[0.    0.088 1.   ],3,3
114,0.5,0.104,0.7599999999999999,[0.    0.152 1.   ],[0.    0.048 1.   ],4,3
115,0.5,0.104,0.6585365853658536,[0.    0.216 1.   ],[0.    0.112 1.   ],5,3
116,0.5,0.07999999999999999,0.9166666666666666,[0.    0.088 1.   ],[0.    0.008 1.   ],6,3
117,0.5,0.048,0.6363636363636365,[0.    0.112 1.   ],[0.    0.064 1.   ],7,3
118,0.5,0.12,0.7027027027027027,[0.    0.208 1.   ],[0.    0.088 1.   ],8,3
119,0.5,0.07999999999999999,0.8125,[0.    0.104 1.   ],[0.    0.024 1.   ],9,3
120,0.7,0.192,0.9615384615384615,[0.  0.2 1. ],[0.    0.008 1.   ],0,3
121,0.7,0.13599999999999998,0.6491228070175439,[0.    0.296 1.   ],[0.   0.16 1.  ],1,3
122,0.7,0.152,0.7209302325581396,[0.    0.248 1.   ],[0.    0.096 1.   ],2,3
123,0.7,0.088,0.923076923076923,[0.    0.096 1.   ],[0.    0.008 1.   ],3,3
124,0.7,0.015999999999999986,0.5172413793103449,[0.   0.24 1.  ],[0.    0.224 1.   ],4,3
125,0.7,-0.008,0.4666666666666667,[0.    0.056 1.   ],[0.    0.064 1.   ],5,3
126,0.7,0.08000000000000002,0.7083333333333334,[0.    0.136 1.   ],[0.    0.056 1.   ],6,3
127,0.7,0.08800000000000001,0.6896551724137931,[0.   0.16 1.  ],[0.    0.072 1.   ],7,3
128,0.7,0.184,0.7948717948717948,[0.    0.248 1.   ],[0.    0.064 1.   ],8,3
129,0.7,0.11199999999999999,0.7333333333333333,[0.    0.176 1.   ],[0.    0.064 1.   ],9,3
130,1.0,0.136,0.7575757575757576,[0.  0.2 1. ],[0.    0.064 1.   ],0,3
131,1.0,0.128,0.8636363636363636,[0.    0.152 1.   ],[0.    0.024 1.   ],1,3
132,1.0,0.16799999999999998,0.8387096774193548,[0.    0.208 1.   ],[0.   0.04 1.  ],2,3
133,1.0,0.168,0.6779661016949153,[0.   0.32 1.  ],[0.    0.152 1.   ],3,3
134,1.0,0.11199999999999999,0.6521739130434783,[0.   0.24 1.  ],[0.    0.128 1.   ],4,3
135,1.0,0.12,0.6923076923076923,[0.    0.216 1.   ],[0.    0.096 1.   ],5,3
136,1.0,0.136,0.7575757575757576,[0.  0.2 1. ],[0.    0.064 1.   ],6,3
137,1.0,0.06400000000000002,0.6176470588235294,[0.    0.168 1.   ],[0.    0.104 1.   ],7,3
138,1.0,0.264,0.7704918032786885,[0.    0.376 1.   ],[0.    0.112 1.   ],8,3
139,1.0,0.096,0.9285714285714286,[0.    0.104 1.   ],[0.    0.008 1.   ],9,3
140,1.5,0.21599999999999997,0.7999999999999999,[0.    0.288 1.   ],[0.    0.072 1.   ],0,3
141,1.5,0.072,0.6551724137931034,[0.    0.152 1.   ],[0.   0.08 1.  ],1,3
142,1.5,0.144,0.7142857142857143,[0.   0.24 1.  ],[0.    0.096 1.   ],2,3
143,1.5,0.055999999999999994,0.5614035087719298,[0.    0.256 1.   ],[0.  0.2 1. ],3,3
144,1.5,0.128,0.6904761904761905,[0.    0.232 1.   ],[0.    0.104 1.   ],4,3
145,1.5,0.06399999999999999,0.6428571428571429,[0.    0.144 1.   ],[0.   0.08 1.  ],5,3
146,1.5,0.08,0.7777777777777777,[0.    0.112 1.   ],[0.    0.032 1.   ],6,3
147,1.5,-0.023999999999999994,0.46666666666666673,[0.    0.168 1.   ],[0.    0.192 1.   ],7,3
148,1.5,0.20800000000000002,0.7407407407407408,[0.   0.32 1.  ],[0.    0.112 1.   ],8,3
149,1.5,0.12,0.6923076923076923,[0.    0.216 1.   ],[0.    0.096 1.   ],9,3
150,2.0,0.16799999999999998,0.8181818181818181,[0.    0.216 1.   ],[0.    0.048 1.   ],0,3
151,2.0,0.192,0.8333333333333334,[0.   0.24 1.  ],[0.    0.048 1.   ],1,3
152,2.0,0.2,0.7906976744186046,[0.    0.272 1.   ],[0.    0.072 1.   ],2,3
153,2.0,0.136,0.7575757575757576,[0.  0.2 1. ],[0.    0.064 1.   ],3,3
154,2.0,0.136,0.84,[0.    0.168 1.   ],[0.    0.032 1.   ],4,3
155,2.0,0.096,0.6363636363636365,[0.    0.224 1.   ],[0.    0.128 1.   ],5,3
156,2.0,0.15200000000000002,0.7435897435897436,[0.    0.232 1.   ],[0.   0.08 1.  ],6,3
157,2.0,0.12,0.7027027027027027,[0.    0.208 1.   ],[0.    0.088 1.   ],7,3
158,2.0,0.34400000000000003,0.890909090909091,[0.    0.392 1.   ],[0.    0.048 1.   ],8,3
159,2.0,0.136,0.7575757575757576,[0.  0.2 1. ],[0.    0.064 1.   ],9,3
160,2.5,0.07200000000000001,0.6097560975609756,[0.  0.2 1. ],[0.    0.128 1.   ],0,3
161,2.5,-0.024000000000000007,0.45161290322580644,[0.    0.112 1.   ],[0.    0.136 1.   ],1,3
162,2.5,0.039999999999999994,0.6,[0.   0.12 1.  ],[0.   0.08 1.  ],2,3
163,2.5,0.047999999999999994,0.6499999999999999,[0.    0.104 1.   ],[0.    0.056 1.   ],3,3
164,2.5,0.072,0.6666666666666667,[0.    0.144 1.   ],[0.    0.072 1.   ],4,3
165,2.5,0.11200000000000002,0.6296296296296297,[0.    0.272 1.   ],[0.   0.16 1.  ],5,3
166,2.5,0.064,0.6,[0.    0.192 1.   ],[0.    0.128 1.   ],6,3
167,2.5,0.104,0.7599999999999999,[0.    0.152 1.   ],[0.    0.048 1.   ],7,3
168,2.5,0.12000000000000001,0.6744186046511628,[0.    0.232 1.   ],[0.    0.112 1.   ],8,3
169,2.5,0.072,0.6285714285714286,[0.    0.176 1.   ],[0.    0.104 1.   ],9,3
170,3.0,-0.05600000000000001,0.37037037037037035,[0.   0.08 1.  ],[0.    0.136 1.   ],0,3
171,3.0,0.128,0.7105263157894737,[0.    0.216 1.   ],[0.    0.088 1.   ],1,3
172,3.0,0.192,0.7727272727272727,[0.    0.272 1.   ],[0.   0.08 1.  ],2,3
173,3.0,0.12,0.6666666666666666,[0.   0.24 1.  ],[0.   0.12 1.  ],3,3
174,3.0,0.016000000000000014,0.5178571428571429,[0.    0.232 1.   ],[0.    0.216 1.   ],4,3
175,3.0,0.144,0.7142857142857143,[0.   0.24 1.  ],[0.    0.096 1.   ],5,3
176,3.0,0.048,0.625,[0.   0.12 1.  ],[0.    0.072 1.   ],6,3
177,3.0,0.048,0.6153846153846153,[0.    0.128 1.   ],[0.   0.08 1.  ],7,3
178,3.0,0.064,0.5909090909090909,[0.    0.208 1.   ],[0.    0.144 1.   ],8,3
179,3.0,0.08,0.6666666666666667,[0.   0.16 1.  ],[0.   0.08 1.  ],9,3
180,3.5,0.2,0.7272727272727273,[0.   0.32 1.  ],[0.   0.12 1.  ],0,3
181,3.5,0.06399999999999999,0.6111111111111112,[0.    0.176 1.   ],[0.    0.112 1.   ],1,3
182,3.5,0.152,0.7317073170731708,[0.   0.24 1.  ],[0.    0.088 1.   ],2,3
183,3.5,0.168,0.6842105263157895,[0.    0.312 1.   ],[0.    0.144 1.   ],3,3
184,3.5,0.14400000000000002,0.736842105263158,[0.    0.224 1.   ],[0.   0.08 1.  ],4,3
185,3.5,0.11200000000000002,0.6944444444444444,[0.  0.2 1. ],[0.    0.088 1.   ],5,3
186,3.5,0.032,0.5526315789473684,[0.    0.168 1.   ],[0.    0.136 1.   ],6,3
187,3.5,0.072,0.6285714285714286,[0.    0.176 1.   ],[0.    0.104 1.   ],7,3
188,3.5,0.032,0.537037037037037,[0.    0.232 1.   ],[0.  0.2 1. ],8,3
189,3.5,0.07200000000000001,0.5849056603773585,[0.    0.248 1.   ],[0.    0.176 1.   ],9,3
190,5.0,0.192,0.6714285714285714,[0.    0.376 1.   ],[0.    0.184 1.   ],0,3
191,5.0,0.128,0.6818181818181819,[0.   0.24 1.  ],[0.    0.112 1.   ],1,3
192,5.0,0.0,0.5,[0.    0.296 1.   ],[0.    0.296 1.   ],2,3
193,5.0,0.032,0.5416666666666666,[0.    0.208 1.   ],[0.    0.176 1.   ],3,3
194,5.0,0.11200000000000002,0.625,[0.   0.28 1.  ],[0.    0.168 1.   ],4,3
195,5.0,0.17599999999999996,0.6375,[0.    0.408 1.   ],[0.    0.232 1.   ],5,3
196,5.0,0.12000000000000002,0.6363636363636364,[0.   0.28 1.  ],[0.   0.16 1.  ],6,3
