,algorithm,clustering_algorithm,dimensions,ari,ami,ch,sc,mechanism,epsilon
0,density-nd-Laplace,KMeans(clusters=7),2,-0.00107617929012217,0.004014247648780585,503.1001460850104,0.3162084194699778,density-nd-Laplace,0.5
1,density-nd-Laplace,AgglomerativeClustering(clusters=7),2,-0.0013631568904490816,0.0005213304613566687,435.1624312860898,0.27617043650170375,density-nd-Laplace,0.5
2,density-nd-Laplace,OPTICS(min_samples=4),2,0.02302076107066536,0.01219111963885491,4.94185711866593,-0.11517773993187845,density-nd-Laplace,0.5
3,density-nd-Laplace,KMeans(clusters=9),3,0.0009080196023972588,0.0019366957076441184,207.46783399852103,0.22044845128250462,density-nd-Laplace,0.5
4,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.0004894705174570615,0.005582966727766222,212.10688790437544,0.1674931786970669,density-nd-Laplace,0.5
5,density-nd-Laplace,OPTICS(min_samples=6),3,-0.035923701873165466,-0.011813436696028372,1.6300420662956874,-0.4198347689252534,density-nd-Laplace,0.5
6,density-nd-Laplace,KMeans(clusters=7),2,0.02230613822923818,0.017104858639794183,622.35895183357,0.3400466195752849,density-nd-Laplace,1.0
7,density-nd-Laplace,AgglomerativeClustering(clusters=7),2,0.023741792069141683,0.02340196685615887,545.4166293244446,0.3039670064255828,density-nd-Laplace,1.0
8,density-nd-Laplace,OPTICS(min_samples=4),2,-0.009280236651201226,0.00228293600318974,14.572937501896927,-0.16649569568448236,density-nd-Laplace,1.0
9,density-nd-Laplace,KMeans(clusters=9),3,0.010377534821800967,0.013583772296544106,226.84870658147315,0.23309064711401756,density-nd-Laplace,1.0
10,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.006688759822338283,0.007123658100592224,209.1170381802503,0.20499418428258043,density-nd-Laplace,1.0
11,density-nd-Laplace,OPTICS(min_samples=6),3,-0.01355495965817908,-0.0049609697110926925,0.7844561147187153,-0.5196865569353936,density-nd-Laplace,1.0
12,density-nd-Laplace,KMeans(clusters=7),2,0.021930231880102975,0.023520832794273146,580.6901231657131,0.340760440745412,density-nd-Laplace,1.5
13,density-nd-Laplace,AgglomerativeClustering(clusters=7),2,0.020604712920717274,0.024102591143940456,471.1262043033138,0.2679477882572966,density-nd-Laplace,1.5
14,density-nd-Laplace,OPTICS(min_samples=4),2,-0.004837588945455479,0.0041788897710729,12.533360971669499,-0.008779339256074738,density-nd-Laplace,1.5
15,density-nd-Laplace,KMeans(clusters=9),3,0.00853461540011203,0.02341676387339748,232.25493399163275,0.22734000746936092,density-nd-Laplace,1.5
16,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.017941846518482484,0.016943855585971522,187.7410053460371,0.5145399022756895,density-nd-Laplace,1.5
17,density-nd-Laplace,OPTICS(min_samples=6),3,0.008630377305768055,-0.0018155661181375766,2.618623763220629,-0.4532774456101459,density-nd-Laplace,1.5
18,density-nd-Laplace,KMeans(clusters=7),2,0.021709196745047198,0.05933203617006176,640.5768957840979,0.36337436527545164,density-nd-Laplace,2.0
19,density-nd-Laplace,AgglomerativeClustering(clusters=7),2,0.02460398792005187,0.06412323059969972,521.4649306876556,0.30729831471501684,density-nd-Laplace,2.0
20,density-nd-Laplace,OPTICS(min_samples=4),2,0.009747597925610783,0.0035127731522573624,10.387491130179924,-0.10809435960647784,density-nd-Laplace,2.0
21,density-nd-Laplace,KMeans(clusters=9),3,0.021652782363390563,0.04649204382407053,236.83372614422314,0.24111966625612452,density-nd-Laplace,2.0
22,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.023726626051056292,0.035001953859679205,188.8807603029443,0.20098606724046802,density-nd-Laplace,2.0
23,density-nd-Laplace,OPTICS(min_samples=6),3,-0.02641363557827408,-0.010830129377314725,5.608188776170388,-0.4288544156599697,density-nd-Laplace,2.0
24,density-nd-Laplace,KMeans(clusters=7),2,0.047036839498015924,0.10184963693037097,651.4755202036023,0.3375724411109781,density-nd-Laplace,2.5
25,density-nd-Laplace,AgglomerativeClustering(clusters=7),2,0.043089971469218946,0.09136474773985652,536.4276371200558,0.298571806222392,density-nd-Laplace,2.5
26,density-nd-Laplace,OPTICS(min_samples=4),2,-0.020295792050152243,-0.004093666575040537,11.54439299598036,-0.08820865876014254,density-nd-Laplace,2.5
27,density-nd-Laplace,KMeans(clusters=9),3,0.019014267865256902,0.05449163613830181,259.81624745558463,0.25041179115642714,density-nd-Laplace,2.5
28,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.021441907044996066,0.05345563043033939,197.60347486944244,0.1805739767952847,density-nd-Laplace,2.5
29,density-nd-Laplace,OPTICS(min_samples=6),3,-0.03865985825665118,-0.014787224477292218,5.9966487766709005,-0.4554420619602319,density-nd-Laplace,2.5
30,density-nd-Laplace,KMeans(clusters=7),2,0.04634659821590027,0.10153014628870446,658.5672201595225,0.3255705279806288,density-nd-Laplace,3.0
31,density-nd-Laplace,AgglomerativeClustering(clusters=7),2,0.04556231545672231,0.0993834472481335,572.886034879559,0.29530205010993776,density-nd-Laplace,3.0
32,density-nd-Laplace,OPTICS(min_samples=4),2,0.00986597349220465,0.00969117155859808,10.260828582631504,-0.10938121203727554,density-nd-Laplace,3.0
33,density-nd-Laplace,KMeans(clusters=9),3,0.03748163873173917,0.07932815695795234,266.0516626700638,0.23979572396023235,density-nd-Laplace,3.0
34,density-nd-Laplace,AgglomerativeClustering(clusters=9),3,0.03392844869916517,0.08055891075364438,213.5359229095696,0.18410726977380681,density-nd-Laplace,3.0
